LS331803,LS SF DEC WS,20171201,9,499
LS570143,LS SF DEC WS,20171201,9,499
LS747200,LS SF DEC WS,20171201,9,499
LS469783,LS SF DEC WS,20171201,9,499
LS791803,LS SF DEC WS,20171201,9,499
LS742764,LS SF DEC WS,20171201,9,499
LS018254,LS SF DEC WS,20171201,9,499
LS019775,LS SF DEC WS,20171201,9,499
LS450118,LS SF DEC WS,20171201,9,499
LS528150,LS SF DEC WS,20171201,9,499
LS718643,LS SF DEC WS,20171201,9,499
LS145721,LS SF DEC WS,20171201,9,499
LS793028,LS SF DEC WS,20171201,9,499
LS867844,LS SF DEC WS,20171201,9,499
LS358908,LS SF DEC WS,20171201,9,499
LS010208,LS SF DEC WS,20171201,9,499
LS546690,LS SF DEC WS,20171201,9,499
LS751368,LS SF DEC WS,20171201,9,499
LS701881,LS SF DEC WS,20171201,9,499
LS891369,LS SF DEC WS,20171201,9,499
LS279745,LS SF DEC WS,20171201,9,499
LS874628,LS SF DEC WS,20171201,9,499
LS442614,LS SF DEC WS,20171201,9,499
LS613151,LS SF DEC WS,20171201,9,499
LS342603,LS SF DEC WS,20171201,9,499
LS833339,LS SF DEC WS,20171201,9,499
LS880835,LS SF DEC WS,20171201,9,499
LS939196,LS SF DEC WS,20171201,9,499
LS567599,LS SF DEC WS,20171201,9,499
LS663881,LS SF DEC WS,20171201,9,499
LS523461,LS SF DEC WS,20171201,9,499
LS900130,LS SF DEC WS,20171201,9,499
LS469355,LS SF DEC WS,20171201,9,499
LS797208,LS SF DEC WS,20171201,9,499
LS235957,LS SF DEC WS,20171201,9,499
LS666289,LS SF DEC WS,20171201,9,499
LS541071,LS SF DEC WS,20171201,9,499
LS324684,LS SF DEC WS,20171201,9,499
LS020212,LS SF DEC WS,20171201,9,499
LS485374,LS SF DEC WS,20171201,9,499
LS600846,LS SF DEC WS,20171201,9,499
LS535595,LS SF DEC WS,20171201,9,499
LS005126,LS SF DEC WS,20171201,9,499
LS720446,LS SF DEC WS,20171201,9,499
LS640875,LS SF DEC WS,20171201,9,499
LS531305,LS SF DEC WS,20171201,9,499
LS796128,LS SF DEC WS,20171201,9,499
LS375553,LS SF DEC WS,20171201,9,499
LS188225,LS SF DEC WS,20171201,9,499
LS920466,LS SF DEC WS,20171201,9,499
LS597654,LS SF DEC WS,20171201,9,499
LS037811,LS SF DEC WS,20171201,9,499
LS690959,LS SF DEC WS,20171201,9,499
LS962123,LS SF DEC WS,20171201,9,499
LS330218,LS SF DEC WS,20171201,9,499
LS457364,LS SF DEC WS,20171201,9,499
LS128552,LS SF DEC WS,20171201,9,499
LS790035,LS SF DEC WS,20171201,9,499
LS626403,LS SF DEC WS,20171201,9,499
LS006452,LS SF DEC WS,20171201,9,499
LS854889,LS SF DEC WS,20171201,9,499
LS171101,LS SF DEC WS,20171201,9,499
LS591263,LS SF DEC WS,20171201,9,499
LS951731,LS SF DEC WS,20171201,9,499
LS805575,LS SF DEC WS,20171201,9,499
LS212659,LS SF DEC WS,20171201,9,499
LS991897,LS SF DEC WS,20171201,9,499
LS813120,LS SF DEC WS,20171201,9,499
LS012347,LS SF DEC WS,20171201,9,499
LS868020,LS SF DEC WS,20171201,9,499
LS875550,LS SF DEC WS,20171201,9,499
LS514362,LS SF DEC WS,20171201,9,499
LS196279,LS SF DEC WS,20171201,9,499
LS065264,LS SF DEC WS,20171201,9,499
LS450511,LS SF DEC WS,20171201,9,499
LS899117,LS SF DEC WS,20171201,9,499
LS397924,LS SF DEC WS,20171201,9,499
LS190092,LS SF DEC WS,20171201,9,499
LS585157,LS SF DEC WS,20171201,9,499
LS201430,LS SF DEC WS,20171201,9,499
LS262576,LS SF DEC WS,20171201,9,499
LS675206,LS SF DEC WS,20171201,9,499
LS057063,LS SF DEC WS,20171201,9,499
LS827812,LS SF DEC WS,20171201,9,499
LS935852,LS SF DEC WS,20171201,9,499
