LS978934,LS SF DEC BP,20171201,9,329
LS746672,LS SF DEC BP,20171201,9,329
LS873929,LS SF DEC BP,20171201,9,329
LS302939,LS SF DEC BP,20171201,9,329
LS973368,LS SF DEC BP,20171201,9,329
LS022295,LS SF DEC BP,20171201,9,329
LS811771,LS SF DEC BP,20171201,9,329
LS983556,LS SF DEC BP,20171201,9,329
LS970879,LS SF DEC BP,20171201,9,329
LS977201,LS SF DEC BP,20171201,9,329
LS634429,LS SF DEC BP,20171201,9,329
LS873501,LS SF DEC BP,20171201,9,329
LS810543,LS SF DEC BP,20171201,9,329
LS983641,LS SF DEC BP,20171201,9,329
LS975442,LS SF DEC BP,20171201,9,329
LS596627,LS SF DEC BP,20171201,9,329
LS910017,LS SF DEC BP,20171201,9,329
LS554363,LS SF DEC BP,20171201,9,329
LS085179,LS SF DEC BP,20171201,9,329
LS163786,LS SF DEC BP,20171201,9,329
LS734681,LS SF DEC BP,20171201,9,329
LS529207,LS SF DEC BP,20171201,9,329
LS624104,LS SF DEC BP,20171201,9,329
LS454339,LS SF DEC BP,20171201,9,329
LS900887,LS SF DEC BP,20171201,9,329
LS459536,LS SF DEC BP,20171201,9,329
LS600975,LS SF DEC BP,20171201,9,329
LS321488,LS SF DEC BP,20171201,9,329
LS565509,LS SF DEC BP,20171201,9,329
LS264683,LS SF DEC BP,20171201,9,329
LS394282,LS SF DEC BP,20171201,9,329
LS308940,LS SF DEC BP,20171201,9,329
LS763551,LS SF DEC BP,20171201,9,329
LS750484,LS SF DEC BP,20171201,9,329
LS902405,LS SF DEC BP,20171201,9,329
LS189083,LS SF DEC BP,20171201,9,329
LS874438,LS SF DEC BP,20171201,9,329
LS958579,LS SF DEC BP,20171201,9,329
LS170023,LS SF DEC BP,20171201,9,329
LS115660,LS SF DEC BP,20171201,9,329
LS545193,LS SF DEC BP,20171201,9,329
LS416365,LS SF DEC BP,20171201,9,329
LS102005,LS SF DEC BP,20171201,9,329
LS199291,LS SF DEC BP,20171201,9,329
LS894880,LS SF DEC BP,20171201,9,329
LS957465,LS SF DEC BP,20171201,9,329
LS529449,LS SF DEC BP,20171201,9,329
LS319232,LS SF DEC BP,20171201,9,329
LS850089,LS SF DEC BP,20171201,9,329
LS171081,LS SF DEC BP,20171201,9,329
LS771889,LS SF DEC BP,20171201,9,329
LS492246,LS SF DEC BP,20171201,9,329
LS434880,LS SF DEC BP,20171201,9,329
LS183832,LS SF DEC BP,20171201,9,329
LS766476,LS SF DEC BP,20171201,9,329
LS304120,LS SF DEC BP,20171201,9,329
LS245752,LS SF DEC BP,20171201,9,329
LS484523,LS SF DEC BP,20171201,9,329
LS963107,LS SF DEC BP,20171201,9,329
LS128389,LS SF DEC BP,20171201,9,329
LS013442,LS SF DEC BP,20171201,9,329
LS271115,LS SF DEC BP,20171201,9,329
LS171533,LS SF DEC BP,20171201,9,329
LS248234,LS SF DEC BP,20171201,9,329
LS358493,LS SF DEC BP,20171201,9,329
LS604318,LS SF DEC BP,20171201,9,329
LS236770,LS SF DEC BP,20171201,9,329
LS022073,LS SF DEC BP,20171201,9,329
LS919069,LS SF DEC BP,20171201,9,329
LS183233,LS SF DEC BP,20171201,9,329
LS754607,LS SF DEC BP,20171201,9,329
LS367083,LS SF DEC BP,20171201,9,329
LS986779,LS SF DEC BP,20171201,9,329
LS623474,LS SF DEC BP,20171201,9,329
LS507454,LS SF DEC BP,20171201,9,329
LS495958,LS SF DEC BP,20171201,9,329
LS126867,LS SF DEC BP,20171201,9,329
LS872616,LS SF DEC BP,20171201,9,329
LS351941,LS SF DEC BP,20171201,9,329
LS196864,LS SF DEC BP,20171201,9,329
LS690096,LS SF DEC BP,20171201,9,329
LS204562,LS SF DEC BP,20171201,9,329
LS223278,LS SF DEC BP,20171201,9,329
LS214969,LS SF DEC BP,20171201,9,329
LS626957,LS SF DEC BP,20171201,9,329
LS852514,LS SF DEC BP,20171201,9,329
LS232246,LS SF DEC BP,20171201,9,329
LS023793,LS SF DEC BP,20171201,9,329
LS017160,LS SF DEC BP,20171201,9,329
LS268125,LS SF DEC BP,20171201,9,329
LS764623,LS SF DEC BP,20171201,9,329
LS757631,LS SF DEC BP,20171201,9,329
LS592495,LS SF DEC BP,20171201,9,329
LS020794,LS SF DEC BP,20171201,9,329
LS676165,LS SF DEC BP,20171201,9,329
LS263585,LS SF DEC BP,20171201,9,329
LS565862,LS SF DEC BP,20171201,9,329
LS756695,LS SF DEC BP,20171201,9,329
LS546772,LS SF DEC BP,20171201,9,329
LS321913,LS SF DEC BP,20171201,9,329
LS477242,LS SF DEC BP,20171201,9,329
LS429037,LS SF DEC BP,20171201,9,329
LS190431,LS SF DEC BP,20171201,9,329
LS443688,LS SF DEC BP,20171201,9,329
LS160062,LS SF DEC BP,20171201,9,329
LS813951,LS SF DEC BP,20171201,9,329
LS282710,LS SF DEC BP,20171201,9,329
LS630764,LS SF DEC BP,20171201,9,329
LS610413,LS SF DEC BP,20171201,9,329
LS031176,LS SF DEC BP,20171201,9,329
LS567515,LS SF DEC BP,20171201,9,329
LS076347,LS SF DEC BP,20171201,9,329
LS947384,LS SF DEC BP,20171201,9,329
LS428827,LS SF DEC BP,20171201,9,329
LS588824,LS SF DEC BP,20171201,9,329
LS688086,LS SF DEC BP,20171201,9,329
LS276554,LS SF DEC BP,20171201,9,329
LS388755,LS SF DEC BP,20171201,9,329
LS746815,LS SF DEC BP,20171201,9,329
LS004154,LS SF DEC BP,20171201,9,329
LS915877,LS SF DEC BP,20171201,9,329
LS622528,LS SF DEC BP,20171201,9,329
LS431632,LS SF DEC BP,20171201,9,329
LS272823,LS SF DEC BP,20171201,9,329
LS551189,LS SF DEC BP,20171201,9,329
LS571503,LS SF DEC BP,20171201,9,329
LS397623,LS SF DEC BP,20171201,9,329
LS667411,LS SF DEC BP,20171201,9,329
LS928165,LS SF DEC BP,20171201,9,329
LS991733,LS SF DEC BP,20171201,9,329
LS690283,LS SF DEC BP,20171201,9,329
LS181926,LS SF DEC BP,20171201,9,329
LS078959,LS SF DEC BP,20171201,9,329
LS057897,LS SF DEC BP,20171201,9,329
LS264269,LS SF DEC BP,20171201,9,329
LS089465,LS SF DEC BP,20171201,9,329
LS030697,LS SF DEC BP,20171201,9,329
LS449080,LS SF DEC BP,20171201,9,329
LS695388,LS SF DEC BP,20171201,9,329
LS103102,LS SF DEC BP,20171201,9,329
LS283104,LS SF DEC BP,20171201,9,329
LS517661,LS SF DEC BP,20171201,9,329
LS275137,LS SF DEC BP,20171201,9,329
LS145106,LS SF DEC BP,20171201,9,329
LS081281,LS SF DEC BP,20171201,9,329
LS403781,LS SF DEC BP,20171201,9,329
LS056275,LS SF DEC BP,20171201,9,329
LS985637,LS SF DEC BP,20171201,9,329
LS712020,LS SF DEC BP,20171201,9,329
LS751377,LS SF DEC BP,20171201,9,329
LS200030,LS SF DEC BP,20171201,9,329
LS931779,LS SF DEC BP,20171201,9,329
LS159837,LS SF DEC BP,20171201,9,329
LS465479,LS SF DEC BP,20171201,9,329
LS468175,LS SF DEC BP,20171201,9,329
LS724150,LS SF DEC BP,20171201,9,329
LS838540,LS SF DEC BP,20171201,9,329
LS100925,LS SF DEC BP,20171201,9,329
LS582147,LS SF DEC BP,20171201,9,329
LS038871,LS SF DEC BP,20171201,9,329
LS328515,LS SF DEC BP,20171201,9,329
LS328929,LS SF DEC BP,20171201,9,329
LS499697,LS SF DEC BP,20171201,9,329
LS661645,LS SF DEC BP,20171201,9,329
LS415120,LS SF DEC BP,20171201,9,329
LS062302,LS SF DEC BP,20171201,9,329
LS110065,LS SF DEC BP,20171201,9,329
LS415480,LS SF DEC BP,20171201,9,329
LS410581,LS SF DEC BP,20171201,9,329
LS635540,LS SF DEC BP,20171201,9,329
LS055946,LS SF DEC BP,20171201,9,329
LS398906,LS SF DEC BP,20171201,9,329
LS143059,LS SF DEC BP,20171201,9,329
LS778693,LS SF DEC BP,20171201,9,329
LS329903,LS SF DEC BP,20171201,9,329
LS456980,LS SF DEC BP,20171201,9,329
LS631413,LS SF DEC BP,20171201,9,329
LS722656,LS SF DEC BP,20171201,9,329
LS006189,LS SF DEC BP,20171201,9,329
LS531330,LS SF DEC BP,20171201,9,329
LS536153,LS SF DEC BP,20171201,9,329
LS892370,LS SF DEC BP,20171201,9,329
LS310393,LS SF DEC BP,20171201,9,329
LS828599,LS SF DEC BP,20171201,9,329
LS814492,LS SF DEC BP,20171201,9,329
LS803572,LS SF DEC BP,20171201,9,329
LS695855,LS SF DEC BP,20171201,9,329
LS218490,LS SF DEC BP,20171201,9,329
LS158471,LS SF DEC BP,20171201,9,329
LS489491,LS SF DEC BP,20171201,9,329
LS023371,LS SF DEC BP,20171201,9,329
LS907347,LS SF DEC BP,20171201,9,329
LS363659,LS SF DEC BP,20171201,9,329
LS646075,LS SF DEC BP,20171201,9,329
LS255661,LS SF DEC BP,20171201,9,329
LS476108,LS SF DEC BP,20171201,9,329
LS606709,LS SF DEC BP,20171201,9,329
LS430890,LS SF DEC BP,20171201,9,329
LS426452,LS SF DEC BP,20171201,9,329
LS439964,LS SF DEC BP,20171201,9,329
LS124270,LS SF DEC BP,20171201,9,329
LS959332,LS SF DEC BP,20171201,9,329
LS833626,LS SF DEC BP,20171201,9,329
LS587186,LS SF DEC BP,20171201,9,329
LS573082,LS SF DEC BP,20171201,9,329
LS846571,LS SF DEC BP,20171201,9,329
LS139956,LS SF DEC BP,20171201,9,329
LS583263,LS SF DEC BP,20171201,9,329
LS431240,LS SF DEC BP,20171201,9,329
LS624120,LS SF DEC BP,20171201,9,329
LS158609,LS SF DEC BP,20171201,9,329
LS441047,LS SF DEC BP,20171201,9,329
LS177975,LS SF DEC BP,20171201,9,329
LS736367,LS SF DEC BP,20171201,9,329
LS463894,LS SF DEC BP,20171201,9,329
LS773466,LS SF DEC BP,20171201,9,329
LS551060,LS SF DEC BP,20171201,9,329
LS117051,LS SF DEC BP,20171201,9,329
LS485307,LS SF DEC BP,20171201,9,329
LS222278,LS SF DEC BP,20171201,9,329
LS849209,LS SF DEC BP,20171201,9,329
LS400664,LS SF DEC BP,20171201,9,329
LS706863,LS SF DEC BP,20171201,9,329
LS911552,LS SF DEC BP,20171201,9,329
LS224859,LS SF DEC BP,20171201,9,329
LS566215,LS SF DEC BP,20171201,9,329
LS532265,LS SF DEC BP,20171201,9,329
LS495040,LS SF DEC BP,20171201,9,329
LS349379,LS SF DEC BP,20171201,9,329
LS807695,LS SF DEC BP,20171201,9,329
LS110043,LS SF DEC BP,20171201,9,329
LS111455,LS SF DEC BP,20171201,9,329
LS733373,LS SF DEC BP,20171201,9,329
LS602635,LS SF DEC BP,20171201,9,329
LS832043,LS SF DEC BP,20171201,9,329
LS222550,LS SF DEC BP,20171201,9,329
LS959108,LS SF DEC BP,20171201,9,329
LS650214,LS SF DEC BP,20171201,9,329
LS226718,LS SF DEC BP,20171201,9,329
LS207641,LS SF DEC BP,20171201,9,329
LS279369,LS SF DEC BP,20171201,9,329
LS741133,LS SF DEC BP,20171201,9,329
LS186971,LS SF DEC BP,20171201,9,329
LS463305,LS SF DEC BP,20171201,9,329
LS056117,LS SF DEC BP,20171201,9,329
LS948635,LS SF DEC BP,20171201,9,329
LS984590,LS SF DEC BP,20171201,9,329
LS477378,LS SF DEC BP,20171201,9,329
LS348323,LS SF DEC BP,20171201,9,329
LS820011,LS SF DEC BP,20171201,9,329
LS691308,LS SF DEC BP,20171201,9,329
LS641001,LS SF DEC BP,20171201,9,329
LS783493,LS SF DEC BP,20171201,9,329
LS177449,LS SF DEC BP,20171201,9,329
LS277419,LS SF DEC BP,20171201,9,329
LS679339,LS SF DEC BP,20171201,9,329
LS647969,LS SF DEC BP,20171201,9,329
LS248377,LS SF DEC BP,20171201,9,329
LS873799,LS SF DEC BP,20171201,9,329
LS060737,LS SF DEC BP,20171201,9,329
LS397031,LS SF DEC BP,20171201,9,329
LS913628,LS SF DEC BP,20171201,9,329
LS532501,LS SF DEC BP,20171201,9,329
LS497761,LS SF DEC BP,20171201,9,329
LS585551,LS SF DEC BP,20171201,9,329
LS481418,LS SF DEC BP,20171201,9,329
LS878059,LS SF DEC BP,20171201,9,329
LS711533,LS SF DEC BP,20171201,9,329
LS889627,LS SF DEC BP,20171201,9,329
LS599748,LS SF DEC BP,20171201,9,329
LS517890,LS SF DEC BP,20171201,9,329
LS581352,LS SF DEC BP,20171201,9,329
LS152423,LS SF DEC BP,20171201,9,329
LS647809,LS SF DEC BP,20171201,9,329
LS008361,LS SF DEC BP,20171201,9,329
LS092408,LS SF DEC BP,20171201,9,329
LS607604,LS SF DEC BP,20171201,9,329
LS229395,LS SF DEC BP,20171201,9,329
LS771994,LS SF DEC BP,20171201,9,329
LS225994,LS SF DEC BP,20171201,9,329
LS639299,LS SF DEC BP,20171201,9,329
